id_departamento;id_cargo;id_loja;id_contato;id_endereco;nome;sobrenome;dt_nascimento;genero;cpf;salario;dt_admissao;dt_demissao
5;2;5;561862;80970;Emilly;Abreu;16/05/1997;M;897.246.503-83;18956.18;28/03/2017;
2;9;36;256424;624607;Clarice;Caldeira;16/09/2002;M;452.381.097-41;3903.46;23/12/2018;
2;2;18;825219;147302;Giovanna;Pimenta;02/10/1971;M;824.651.309-51;16889.76;14/12/2020;
5;9;7;497384;685011;Matheus;Nascimento;01/11/1971;F;760.598.124-49;6021.18;09/12/2017;
1;5;5;224613;366129;Maria;Novaes;18/12/1994;M;860.715.432-07;8578.98;08/02/2017;
1;3;34;278046;241646;Davi Lucas;Rodrigues;23/01/1999;F;210.689.534-89;17989.73;30/09/2017;
4;6;35;159114;588168;Alana;da Paz;15/10/1976;M;430.968.751-20;17479.0;16/06/2023;
6;2;15;844016;244552;Joaquim;Machado;11/06/1961;F;985.761.204-02;4465.18;12/04/2017;
1;2;57;322219;271787;Apollo;Correia;09/08/1974;F;362.740.598-65;9384.11;31/03/2020;
10;9;1;673033;118864;Giovanna;da Rocha;12/05/1959;F;967.084.532-74;9820.42;01/07/2022;
8;2;30;929613;465599;Samuel;da Mota;29/12/1991;F;312.095.486-15;18105.32;18/09/2024;28/10/2024
2;5;63;467025;278311;Amanda;da Luz;11/08/1962;M;394.675.218-73;8727.29;06/07/2022;
7;4;42;144617;169315;Joaquim;Leão;20/09/1978;M;140.892.756-01;5751.08;14/06/2018;
5;5;31;833094;482188;Eloá;da Luz;14/02/2006;F;401.528.379-14;18363.12;28/12/2015;
6;5;35;308293;450915;Guilherme;Fernandes;13/10/2004;F;809.325.176-68;12359.18;09/08/2020;
7;1;65;202808;757163;Anthony Gabriel;Freitas;18/12/1997;M;016.954.827-94;5945.97;08/06/2022;
4;1;9;435847;972869;Luna;Correia;17/03/1994;M;175.234.896-64;12416.72;10/06/2020;
2;5;24;697100;102493;Melina;Novaes;19/03/2003;F;058.394.126-51;13798.87;14/06/2023;
2;8;30;91031;15143;Henrique;da Conceição;14/12/1994;F;684.739.205-38;16139.81;14/03/2023;
8;4;50;222381;307000;Henrique;Moreira;07/07/1976;F;342.086.519-89;5063.46;01/10/2023;
8;4;40;517876;944272;Rodrigo;Campos;12/05/2005;M;563.470.891-57;4332.66;01/12/2014;
1;3;11;273643;858422;Giovanna;Nogueira;01/01/1961;M;623.501.978-59;13160.59;21/04/2020;
4;7;8;977069;781787;Carolina;Pastor;21/08/1979;M;162.059.347-52;9777.96;18/09/2019;
6;2;11;447378;290827;Oliver;Pinto;03/06/1973;M;614.930.587-20;18672.39;18/06/2024;
4;2;46;193834;71901;Emilly;Câmara;11/09/1960;M;310.682.547-26;9532.15;17/05/2023;
6;2;57;717534;165624;Liam;Freitas;22/08/1994;F;352.864.017-08;19907.02;15/03/2017;
2;9;51;141806;360164;Raquel;da Cunha;10/03/1973;F;563.072.891-12;13081.51;23/01/2018;
3;1;11;354651;320353;Davi;Souza;05/02/1973;M;037.194.265-99;6119.44;23/02/2024;
1;9;11;264658;557983;João;Souza;05/05/1993;M;407.621.538-90;13011.53;28/05/2023;
4;3;65;739739;598983;Maria Liz;Abreu;13/03/1983;F;432.091.756-16;1952.22;11/01/2018;
7;8;44;533180;482724;Lara;Peixoto;30/05/1990;F;162.734.958-82;14953.79;23/11/2023;25/02/2024
8;8;24;92967;284206;Dante;Gomes;19/04/1978;M;571.964.238-28;9428.85;03/10/2022;
2;2;63;366954;913165;Brenda;Nogueira;22/08/2004;M;495.120.367-70;8614.79;07/06/2023;
7;4;15;360039;841444;Oliver;Castro;27/12/1980;F;879.210.435-50;2285.64;15/06/2021;
5;5;66;601781;758986;Isadora;Camargo;16/10/1965;M;254.016.789-67;19000.98;29/03/2024;
3;9;17;288002;339649;Murilo;Campos;29/12/1961;F;580.761.923-40;12649.84;06/08/2022;
4;4;13;348102;505712;Kamilly;Costela;16/09/1972;F;785.041.263-07;4781.56;06/03/2015;
5;3;2;793100;286572;Maria Helena;Vargas;15/01/1998;M;574.098.213-88;18095.9;17/07/2018;
9;7;7;957247;702244;Maria;Mendonça;13/05/1961;M;182.605.473-17;9271.61;13/05/2024;
7;7;45;92764;878319;Luiz Gustavo;Duarte;04/02/1960;M;913.602.758-86;5405.97;10/04/2022;
10;3;6;189652;935879;Luna;da Paz;05/07/1983;F;098.764.152-20;4675.89;04/08/2017;
10;9;10;42196;954187;José;Nogueira;22/03/1991;M;692.170.453-06;1819.13;29/12/2017;
3;5;8;292712;282570;Gael Henrique;Novais;04/08/1987;F;845.097.361-93;5170.97;13/09/2020;
5;4;53;563915;552169;Leonardo;Câmara;31/08/1959;M;906.351.748-39;13853.51;15/07/2024;
9;2;49;962661;557936;Levi;Barbosa;08/11/2001;F;175.623.980-03;5731.11;21/10/2020;
8;8;20;502662;580519;Luiza;Araújo;03/01/2006;F;960.478.132-40;11934.36;30/11/2017;
10;2;3;570707;574619;Marcela;Cunha;23/07/1969;M;912.634.705-99;12488.11;12/04/2023;
1;7;46;632870;960674;Maria Luiza;Porto;20/11/2001;F;810.539.476-66;18708.06;19/06/2022;
1;6;11;4646;458312;Pietro;Cardoso;17/04/1999;M;964.521.380-06;19791.28;21/11/2023;
2;2;19;291035;916828;Marcelo;Silva;21/11/1996;F;312.095.764-06;3884.75;23/08/2019;
1;3;46;453722;575895;Isabelly;Borges;19/12/1996;M;467.085.921-85;14376.13;30/04/2024;
1;3;26;417134;978898;Camila;Aragão;20/05/1988;F;983.410.627-04;8797.69;06/09/2015;
5;1;6;285492;240434;Laís;Pires;12/09/2000;M;638.019.245-05;8540.49;15/11/2019;
3;6;51;802118;230150;Sofia;Sampaio;05/06/1963;M;091.583.627-03;8259.31;14/06/2024;
1;4;21;77139;390159;Allana;Pinto;29/07/1975;M;285.106.473-80;10550.77;22/01/2020;
2;9;31;813530;103004;Ana Beatriz;Pinto;07/05/1999;F;186.057.234-08;11151.71;01/05/2021;
1;3;33;894351;551415;Levi;Correia;09/02/1977;M;429.816.730-50;18401.35;24/06/2022;
8;3;61;447742;313137;Benjamin;Câmara;28/06/2006;M;728.943.105-79;16416.31;18/03/2023;
4;8;6;75249;137234;Amanda;Nascimento;16/08/1970;F;425.679.810-20;12118.27;24/07/2018;
4;7;16;800298;517279;Ana Laura;Pinto;24/12/1979;F;370.825.916-59;13536.65;23/12/2016;
2;8;1;445027;726871;Benjamim;Sousa;28/08/1999;F;218.346.095-42;5017.89;05/08/2019;
2;1;17;273976;721886;João;da Rosa;16/01/1995;M;104.589.723-04;7327.11;01/02/2019;
4;9;39;426534;56262;João Gabriel;Sousa;11/01/2001;F;509.371.684-75;1641.6;08/10/2017;
10;7;60;911862;622774;Nina;Costela;15/08/1959;M;093.817.245-04;8533.26;14/02/2018;
1;2;65;827656;795862;Nicolas;Freitas;01/01/1980;M;670.984.123-50;5049.56;05/12/2014;
10;1;56;928195;423333;Luigi;Ramos;18/08/1995;F;024.617.958-94;12358.33;12/09/2023;
1;8;49;562440;317347;Gabrielly;Castro;14/11/1963;F;732.049.861-87;10217.45;18/10/2015;
5;1;53;310883;296670;Heloísa;Aparecida;22/02/1990;M;816.507.249-85;4769.76;26/03/2022;
4;9;8;100156;719731;Isabel;Silveira;15/04/1999;M;601.597.382-02;13348.73;31/08/2022;
7;2;26;939075;7988;Caleb;Viana;21/10/1985;M;950.321.476-99;4661.25;19/08/2023;
3;7;10;575752;867178;Caleb;Nunes;19/02/1959;M;095.863.412-24;9636.6;21/07/2021;
8;4;15;244128;69167;Aylla;Santos;09/07/1977;F;248.719.536-37;3980.71;07/10/2016;
1;7;63;288641;904244;Igor;da Conceição;08/02/1974;F;015.932.487-41;11247.84;24/11/2018;
9;8;51;415834;744901;Benjamin;Oliveira;21/12/1971;F;280.431.596-70;11686.8;30/04/2021;
2;2;13;883297;915775;Gabrielly;Almeida;14/11/1993;F;046.915.782-85;2750.28;18/06/2024;
2;7;32;733471;290432;Mirella;da Mata;09/08/1974;F;326.857.049-65;4827.08;30/01/2015;
5;1;23;547458;320980;Maria Clara;Cavalcante;03/11/1967;M;268.473.190-03;10311.51;29/04/2020;
1;4;15;303608;611828;Laura;Teixeira;11/05/1963;F;321.079.485-50;18690.21;10/10/2021;
10;8;24;784205;169782;Maria Vitória;Mendes;27/01/1974;F;105.396.487-01;3051.3;30/06/2020;
3;7;51;359459;974392;Giovanna;Peixoto;02/05/2006;F;380.956.417-66;1693.95;05/05/2021;
6;6;34;924785;448054;Milena;Albuquerque;06/02/1959;M;621.039.784-04;8218.43;24/03/2018;
10;6;15;683394;623443;Clarice;Santos;20/09/1989;F;769.284.503-47;4202.94;24/05/2016;
10;9;15;878663;469364;Luiz Felipe;Garcia;27/12/1984;M;720.918.463-50;17150.49;23/07/2018;
8;9;49;323701;900647;Alice;Araújo;18/11/1976;F;594.681.073-10;19230.68;12/07/2018;
1;8;2;883772;428238;Léo;da Mota;03/05/1965;M;756.490.283-38;12722.97;30/08/2016;
6;4;1;115918;206049;Catarina;da Paz;16/04/1991;M;649.713.502-25;15036.86;03/07/2016;
8;6;22;770961;282243;Heitor;Freitas;22/01/1998;F;398.216.047-22;16923.03;28/07/2015;
2;1;5;808001;31587;Joana;Vasconcelos;24/04/1987;F;096.183.724-13;13450.73;21/08/2021;
10;4;2;406551;231188;Melina;da Paz;08/02/1996;M;987.651.340-01;12372.97;15/04/2015;
10;1;56;872367;415385;Yan;Araújo;28/11/1974;F;089.527.431-05;14636.5;28/06/2017;
3;6;19;395079;631886;Yago;Cavalcanti;20/01/1973;M;681.294.530-70;16459.01;03/01/2015;
9;7;16;348837;271075;Olívia;Barbosa;21/09/1985;F;687.140.539-93;19558.85;22/12/2017;
8;4;58;199367;103245;Isabelly;Pinto;25/12/1988;F;480.631.725-07;14458.59;12/07/2022;
10;3;9;373525;835996;Amanda;Moreira;20/12/1977;M;517.643.982-46;15188.54;22/10/2020;
2;9;9;771826;342581;Valentim;Araújo;24/02/1983;F;574.821.309-50;12890.62;11/03/2019;
6;1;50;41069;902559;Olivia;Peixoto;20/03/1967;F;270.139.456-25;19736.4;16/06/2021;
7;8;46;957164;869017;Erick;Barbosa;17/07/1982;F;794.632.180-50;12181.55;19/06/2018;
10;1;57;253771;666189;Bella;Araújo;22/09/1973;F;019.326.458-70;5115.69;05/01/2018;
9;1;38;779045;659944;Theo;Vasconcelos;21/03/1975;F;491.372.865-28;19644.85;11/05/2016;
9;1;47;933464;4104;João Pedro;Gonçalves;29/03/1989;M;172.430.689-87;4755.16;25/03/2020;
8;9;48;98747;811411;Mariah;Moura;30/05/1983;F;894.712.360-96;4457.1;27/07/2024;
8;3;60;887030;386950;Milena;Pires;20/05/1976;F;234.685.790-47;4517.03;03/06/2020;
8;1;2;489461;403392;Yasmin;Costela;29/08/2006;M;031.694.287-13;19008.69;05/01/2016;
10;2;25;118152;599447;Cauã;Pimenta;30/12/1968;M;726.840.931-13;17248.12;19/02/2021;
10;1;58;130925;45913;Anthony Gabriel;da Rosa;27/10/1991;F;649.758.012-30;8407.8;30/09/2015;
7;8;28;644442;983939;Ana Carolina;Barros;25/01/1972;M;803.162.459-33;2609.33;06/09/2021;
3;8;9;11205;517992;Dante;Dias;13/12/1996;F;620.518.473-71;11499.96;14/07/2023;
1;3;12;730731;992745;Melissa;Brito;14/12/1992;F;132.049.578-88;3526.65;26/12/2021;
4;4;59;626018;26146;Ravy;Carvalho;24/08/1999;M;548.736.091-00;13800.78;31/10/2020;
1;6;5;988492;200470;Levi;Castro;04/11/1987;F;235.804.916-60;3612.9;11/02/2020;
4;1;43;719207;549943;João Gabriel;Pires;03/05/1976;F;601.489.357-10;3370.24;22/02/2015;
10;6;44;864596;501123;Maria Liz;Oliveira;05/02/1984;M;124.397.850-32;10889.63;12/01/2018;
6;3;49;930654;980348;Luan;Ramos;05/07/1980;M;257.394.068-38;14251.97;19/11/2016;
6;6;12;256545;279734;Heitor;Aparecida;07/05/1986;F;198.427.563-19;6821.48;14/05/2020;
10;1;2;764104;689170;Mateus;Vieira;10/01/1975;F;495.780.326-92;16412.01;29/06/2020;
3;5;65;204713;913465;Eloah;Novaes;17/11/1978;M;561.092.734-06;17158.1;26/06/2016;
8;1;62;105229;388010;Ian;da Cunha;22/05/1978;M;845.017.962-94;17589.99;04/07/2020;
4;7;7;203009;687341;Enzo;da Luz;27/01/1991;F;583.691.207-68;18788.99;30/08/2024;
5;2;46;296693;176673;Theo;Costela;09/07/1964;M;326.510.984-42;12187.15;21/01/2018;
7;7;38;434305;976702;Fernanda;Cardoso;28/11/2003;M;387.416.925-19;16809.51;15/06/2018;
2;2;42;947130;449069;João Guilherme;Cavalcante;10/02/1997;F;314.629.578-46;7186.08;10/07/2016;
7;6;10;422416;494044;Davi;Campos;17/01/1975;F;194.763.280-96;6102.86;20/03/2016;
6;9;65;56233;950161;Isabelly;Freitas;08/08/1970;F;937.610.524-99;7101.33;16/10/2024;
10;3;23;882138;35073;Bento;Sousa;11/04/1998;M;384.126.905-24;8791.24;02/02/2021;
4;5;48;105420;764151;Caleb;Ferreira;07/02/1994;F;842.317.906-04;9259.38;07/10/2019;
1;4;56;302087;581678;Gustavo;Souza;18/09/2000;M;508.376.912-30;2810.47;11/02/2017;
10;5;46;865012;160911;Ayla;Costela;05/09/1962;M;691.724.503-80;5266.99;18/08/2024;
2;2;4;908221;929223;Valentina;Cassiano;30/08/1995;M;273.408.596-83;10081.12;19/09/2015;
3;6;15;914456;917411;Mateus;Ferreira;15/10/1969;F;583.719.462-28;19086.0;26/06/2015;
8;3;66;646774;675151;Maria Luísa;Aragão;06/10/1971;M;968.074.253-92;19294.8;01/03/2022;
7;4;50;799365;685351;Lucas Gabriel;Araújo;25/03/1993;M;975.321.640-80;19846.45;02/06/2016;
2;5;32;949611;490145;João Guilherme;Rocha;08/05/1996;F;523.708.914-32;14575.85;06/06/2022;
2;7;25;56015;67196;Maria Fernanda;Costa;23/06/2003;F;632.079.184-50;7714.01;11/05/2016;
3;1;19;253537;659311;Lorenzo;Pires;07/11/1960;M;734.862.150-35;6931.28;18/09/2020;
3;7;10;904005;666411;Bruno;Jesus;25/11/1990;F;805.917.342-14;17226.2;02/07/2016;
2;8;13;624805;965878;Anthony;Cirino;07/05/2003;M;286.145.793-73;13748.34;17/03/2016;
10;1;35;993896;965363;Maria Luiza;Mendonça;30/12/1979;M;307.528.164-62;19415.55;05/11/2017;
7;5;32;228905;736042;Dom;Mendes;01/10/1990;F;490.568.372-65;7255.94;22/07/2016;
8;1;48;303466;736983;Ísis;Carvalho;09/07/1984;M;391.062.574-61;16612.24;30/05/2019;
3;7;43;159025;245578;Lorenzo;Barros;07/02/1990;M;640.715.298-49;8683.84;08/11/2022;
8;6;42;951421;596681;Otto;Camargo;28/02/1970;M;379.620.485-65;1802.97;18/11/2017;
7;1;35;897322;427959;Natália;Costa;09/12/1984;F;318.042.956-98;6199.14;28/07/2016;
9;9;1;588193;93059;Ravi Lucca;Vasconcelos;25/02/2004;M;589.374.602-38;8036.84;06/01/2018;
2;6;34;34073;841379;Hadassa;Aragão;06/10/1970;M;791.628.043-40;10784.21;25/09/2019;
7;2;60;634903;686080;Ana Cecília;Camargo;30/12/1973;M;140.532.987-41;10960.78;20/08/2017;
1;7;53;29080;605782;Laura;Costela;15/04/1999;F;529.734.608-83;9106.84;20/10/2020;
4;8;19;814018;875218;Davi Miguel;Cirino;01/09/1964;M;605.172.983-68;2161.52;25/06/2023;
3;9;14;281941;607088;Vitor Hugo;Mendes;20/10/1996;F;450.897.132-60;5760.6;16/03/2020;
2;5;61;852047;281136;Bárbara;Pinto;02/07/1963;F;305.174.869-20;19378.91;03/04/2022;
9;9;55;938278;398882;Ayla;Ramos;16/02/1992;F;312.054.796-43;12829.56;19/02/2024;
5;4;8;463156;931789;Nicolas;Leão;10/09/1969;M;174.396.802-78;5288.66;09/10/2022;
4;4;56;280541;453806;Breno;da Costa;29/08/1968;F;879.134.625-82;11614.98;16/08/2018;
5;8;53;651586;645891;Ana Liz;Montenegro;31/10/2006;M;520.391.486-98;13750.85;20/12/2023;
8;4;44;29382;675724;Enrico;da Rocha;23/12/1997;F;814.035.279-97;2892.7;02/03/2022;
7;3;52;491444;33092;Luiz Fernando;Araújo;22/07/1974;M;963.205.814-33;9652.97;21/05/2019;
10;9;38;883859;750346;Lucca;Costa;08/05/1977;M;475.836.201-71;14465.06;12/11/2015;
4;8;15;976402;857410;Diego;Camargo;04/04/1983;M;378.064.129-13;10936.85;27/04/2016;
9;7;8;671573;776088;Ágatha;Carvalho;16/08/1977;F;175.086.934-93;11221.13;03/06/2023;
2;1;55;828126;522044;Pedro Henrique;Porto;29/12/1965;M;792.051.384-79;16099.53;30/07/2024;
9;8;23;133505;312828;Camila;Sales;16/06/2000;M;971.543.062-70;12335.38;23/09/2016;
9;9;5;780159;63821;Sarah;Almeida;31/07/1982;F;620.379.814-22;2245.8;19/04/2016;
10;2;54;535233;327764;Jade;da Mota;20/01/1979;F;759.482.136-09;11194.55;20/08/2019;
10;5;4;76516;106852;Enrico;Sales;03/07/1980;F;327.645.081-07;8124.85;21/05/2018;
1;2;42;879702;537216;Erick;Dias;08/10/1962;F;743.651.289-73;11046.55;09/03/2018;
10;6;6;939647;448786;Maria Luiza;Caldeira;03/03/1988;F;854.176.290-49;18468.91;18/03/2016;
8;2;13;453957;945729;Vitória;da Luz;18/04/1963;F;653.019.427-43;15266.96;15/10/2020;
3;3;12;680915;383094;Maria;Fernandes;15/01/1972;F;915.730.648-66;18843.72;10/07/2022;
8;5;63;313911;787900;Laís;Sá;12/10/1982;M;628.730.149-03;19844.99;06/02/2015;
10;4;40;375921;18217;José;Siqueira;29/02/1968;M;319.478.620-22;5526.62;07/08/2018;
3;4;25;84023;408253;Gabriel;Cavalcante;01/03/1967;F;701.296.435-99;6304.31;16/03/2024;
3;7;11;706840;948914;Henrique;Vieira;17/04/2004;M;615.970.283-12;12000.04;23/03/2022;
3;2;17;46865;492183;Alícia;Cavalcanti;08/11/2002;M;407.981.536-01;18945.35;16/09/2020;
4;8;26;923299;776755;Maria Sophia;Sales;26/06/1991;F;682.135.749-82;18476.34;28/08/2017;
6;7;25;579220;898855;Kaique;Garcia;19/05/1974;F;024.135.697-07;7541.09;14/10/2017;
4;2;53;294426;324666;Larissa;Novais;17/04/2002;M;358.216.094-70;1566.28;04/12/2016;
6;5;50;706519;481741;Luiz Gustavo;Freitas;16/12/1980;M;517.084.396-84;18887.48;21/04/2022;
2;9;20;744829;709717;Levi;Mendonça;09/07/1987;M;569.714.082-76;4353.21;01/02/2018;
1;8;24;694549;866090;Joaquim;Correia;17/04/1967;F;308.426.971-87;8534.28;29/01/2016;
9;6;26;422100;645811;Guilherme;Jesus;31/01/1959;M;578.102.643-62;14704.52;01/06/2022;
5;6;17;936441;643404;Ágatha;Souza;16/12/1963;F;086.432.175-90;11186.35;27/06/2024;
5;6;13;687866;592424;Davi Luiz;Rodrigues;03/03/1985;M;240.753.691-61;9055.05;26/04/2019;
8;7;11;961018;752545;Benicio;da Rosa;17/08/2004;M;824.951.036-42;3947.22;11/11/2020;
4;7;51;135273;941477;Matteo;Almeida;22/12/1984;F;546.290.813-05;11959.23;18/02/2023;
8;4;5;280177;324260;Ana Beatriz;Rocha;01/02/1999;M;925.830.417-97;18517.54;09/07/2019;
4;1;37;769465;643960;Brenda;Sá;09/09/1972;F;017.234.698-31;7268.58;10/05/2017;
5;9;66;416262;994228;Olivia;Brito;30/12/1970;F;820.916.357-40;8068.05;30/04/2018;
3;6;35;844372;98948;Luan;da Cunha;24/10/1997;M;931.752.840-60;5524.88;09/07/2018;
10;8;11;39763;669858;Lucas Gabriel;da Cunha;22/08/2000;F;546.812.790-30;19451.69;26/08/2023;
2;8;14;731238;298520;Letícia;Andrade;03/09/1966;M;967.405.321-25;7646.2;18/10/2018;
1;5;30;383104;864464;Otávio;Gonçalves;13/05/1974;M;085.761.293-02;18432.27;13/05/2018;
5;4;48;598571;233416;Antônio;Barros;22/03/1995;M;169.302.847-69;5035.57;05/11/2024;
1;4;42;497338;432938;Maria Alice;Silva;27/02/1981;F;976.418.520-76;7725.32;10/09/2017;
8;3;43;78996;667876;Gustavo;Pinto;30/09/1965;F;890.354.712-88;14221.04;29/06/2022;
6;5;1;88482;431642;Stephany;Câmara;16/06/1994;M;473.182.906-22;10771.53;25/09/2018;
4;5;46;170604;141480;Yuri;Machado;11/08/2006;M;264.187.930-13;4935.04;04/08/2022;
5;1;56;588071;105226;Maria Eduarda;Alves;19/08/1964;F;012.379.864-78;6745.93;02/08/2015;
6;2;54;69397;417530;Maria Clara;Costa;05/05/1962;M;219.408.576-94;18123.85;07/09/2024;
1;8;27;645407;231417;Ana Vitória;Campos;06/06/1968;M;439.527.608-38;19192.1;29/05/2017;
10;7;27;457578;510478;Ana Clara;Camargo;09/11/1970;M;895.246.371-46;4034.52;27/02/2018;
2;8;1;460894;753166;Valentina;Camargo;27/12/1958;F;325.714.096-70;10008.35;15/07/2018;
10;6;53;578567;246802;Maria Clara;Pimenta;12/01/1999;F;793.820.456-00;4651.2;15/05/2021;
1;7;43;106968;933182;Leonardo;Macedo;12/09/1966;M;137.589.602-40;5725.24;26/11/2017;
8;9;25;688495;835910;Leonardo;Ferreira;16/12/2003;F;215.079.834-41;7971.23;29/07/2023;
10;8;57;815300;334884;Rodrigo;Macedo;07/02/1978;F;607.823.145-62;5609.85;21/03/2022;
9;6;56;97583;899716;Daniel;Campos;12/09/1980;M;140.378.596-10;9698.21;21/04/2017;
9;7;28;475951;755242;Thales;Gomes;13/07/1978;M;846.235.179-00;13498.69;23/05/2023;
2;7;28;292781;488762;Esther;Teixeira;26/09/1977;M;586.219.034-15;16855.62;13/11/2015;
7;1;41;535918;295344;Yasmin;da Rosa;25/07/2001;F;798.501.234-60;16800.22;31/07/2018;
1;3;4;896314;265143;Pedro Miguel;Cassiano;16/02/1994;M;604.835.791-57;14949.36;20/02/2020;
8;8;1;314108;13868;Cauã;da Mata;15/01/1998;F;164.820.793-69;3749.37;11/06/2020;
1;4;63;430658;39860;Luna;Novais;04/02/1984;M;276.580.193-21;8510.34;24/08/2024;
9;4;15;302232;560283;João Felipe;Dias;21/10/1987;M;036.918.572-21;12891.4;17/02/2023;
3;2;14;683627;124933;Clarice;Pereira;10/06/1986;F;370.926.148-13;12262.5;26/02/2017;
10;1;48;102733;851301;Maria Isis;Abreu;07/08/1994;F;926.548.170-67;14038.61;23/06/2019;
10;7;27;60349;45844;Ana Beatriz;Pastor;18/05/1992;M;832.547.016-07;10889.17;09/04/2017;
3;6;52;355697;203247;Emanuelly;Campos;01/10/1986;M;980.672.351-12;19563.59;05/08/2020;
5;3;42;106990;157500;Luiz Felipe;Nunes;05/09/1965;F;568.712.093-95;3677.46;31/05/2024;
1;1;23;674196;628031;Júlia;Pimenta;22/07/2006;M;324.780.615-62;6567.71;01/12/2015;
7;8;16;329067;149913;Asafe;Viana;06/10/1973;F;972.460.135-80;3406.38;15/02/2023;
4;4;32;580011;667036;Raul;Cassiano;14/09/1964;M;501.329.647-16;3813.52;30/10/2019;
5;3;46;155264;302329;Mathias;Cavalcante;07/09/2006;M;547.693.182-19;5022.57;21/11/2018;
3;7;39;732915;674770;Murilo;Jesus;19/05/1978;F;345.072.986-10;6998.86;06/05/2016;
3;3;31;924039;207034;Lunna;Cavalcante;14/11/2006;F;739.018.524-41;1986.33;24/12/2020;
2;7;9;115060;740734;Nicole;Montenegro;22/05/2004;M;386.147.290-22;8352.41;09/10/2024;10/11/2024
2;2;12;585004;488008;Augusto;Vieira;12/01/1959;M;165.208.739-77;4266.19;13/04/2019;
5;9;10;740002;868306;Lorenzo;Azevedo;29/08/1985;M;348.907.615-00;17073.7;27/04/2018;
10;6;35;197448;372573;Esther;Camargo;08/07/2004;F;208.197.534-32;11559.94;30/06/2020;
8;6;27;629360;419056;Lucas Gabriel;Fonseca;05/05/1965;F;307.548.162-90;5003.01;19/12/2015;
4;4;59;323364;828898;Luigi;da Costa;26/07/1983;M;253.941.806-60;2613.81;01/06/2016;
8;2;65;766944;358791;Stephany;Sá;19/11/2000;M;489.170.362-87;13314.85;27/11/2020;
4;4;31;93866;682569;Daniel;Rocha;31/01/1995;F;925.486.713-64;18904.23;07/11/2018;
1;2;65;954216;62107;Yasmin;Castro;11/01/1968;M;368.054.179-10;7252.74;03/12/2022;
2;7;7;243443;491285;Bryan;Farias;15/08/1965;M;468.502.731-08;16209.49;23/09/2024;
5;3;47;268024;246051;Luna;Oliveira;16/01/1975;M;182.394.570-88;19760.36;18/07/2023;
8;1;6;119247;63072;Maria Helena;Martins;10/04/1960;F;816.075.429-94;3252.6;12/01/2022;
8;7;64;408424;267243;Yuri;Pastor;31/10/1998;F;354.891.206-06;16859.37;05/09/2017;
10;1;64;519461;142492;Luiz Fernando;da Cunha;04/06/2006;F;738.641.025-53;19922.0;03/01/2015;
5;9;3;901330;292495;Fernando;Casa Grande;11/04/1992;M;928.563.047-29;8628.34;24/08/2024;
2;1;23;705077;864913;Cecilia;Guerra;05/07/1967;F;560.728.439-56;10238.58;20/07/2024;
8;9;59;176828;720706;Yan;Albuquerque;18/05/1998;M;780.254.936-10;4512.04;14/12/2021;
6;1;61;519291;503395;João Miguel;Cunha;15/01/1994;M;531.462.790-61;15892.82;29/01/2016;
10;4;60;960214;845057;Zoe;Guerra;09/03/1978;F;658.903.712-40;13495.54;13/02/2017;
8;1;47;677422;419498;Alexia;Pires;03/05/1986;M;047.125.693-52;5479.77;24/01/2017;
2;7;42;61103;581332;Aurora;Andrade;04/03/1991;M;168.034.972-40;4635.32;06/12/2021;
5;9;30;574535;504211;Milena;Castro;28/04/1988;M;571.960.342-52;13104.25;18/07/2024;
4;6;32;998829;58556;Ana Liz;da Cruz;18/05/1962;M;728.916.503-95;19125.21;03/02/2018;
10;8;23;626062;77144;Diogo;Moreira;18/05/1975;F;051.862.439-06;7408.13;05/10/2024;
6;6;54;852186;712962;Letícia;Nunes;23/11/1977;F;178.325.960-40;12636.64;20/10/2019;
9;4;57;919061;706410;João;Monteiro;29/03/1964;F;965.082.743-92;2098.21;20/12/2016;
7;2;32;684563;887369;Luna;Porto;02/06/1976;M;543.260.819-70;3918.35;28/11/2021;
8;5;10;809866;589778;Caio;Rios;27/06/2001;F;496.751.283-64;11561.08;27/03/2015;
4;5;57;749236;846496;Elisa;Pimenta;18/02/1985;F;490.125.768-49;2987.16;29/06/2018;28/03/2024
3;7;45;809740;528227;Apollo;Leão;06/03/1976;M;895.146.023-15;19466.27;26/10/2016;
9;3;26;856228;74605;Henry Gabriel;Pereira;13/01/1979;F;260.183.497-87;8747.01;27/08/2018;
9;9;53;86822;343008;Lucas Gabriel;Siqueira;16/12/1994;M;205.981.764-11;13922.1;04/08/2017;
3;3;18;16366;133998;Luan;Rodrigues;24/05/1963;M;157.804.239-97;4945.94;18/01/2018;
10;1;7;626527;188179;Pietra;Santos;07/07/1981;F;568.347.021-80;18331.48;09/02/2023;
10;9;32;184912;791375;Letícia;Araújo;11/08/2005;F;627.410.938-22;11065.56;15/12/2018;
3;7;39;702364;478870;Bryan;Fonseca;29/11/1965;M;367.491.820-03;19578.45;25/05/2016;
3;6;12;975515;460964;Lorenzo;Barros;08/11/1999;F;316.904.758-20;5934.0;03/10/2023;
1;5;37;197544;530806;Maria Fernanda;Costa;08/01/1985;M;743.580.921-79;12495.22;21/01/2019;
4;3;22;275817;94550;Isabelly;da Rosa;27/01/2001;F;241.589.370-60;4648.52;29/12/2022;
10;2;54;101296;78182;Heitor;Nunes;19/05/1992;M;348.752.691-37;18884.42;03/01/2019;
