id_departamento;id_cargo;id_contato;id_endereco;nome;sobrenome;dt_nascimento;genero;cpf;salario;dt_admissao;dt_demissao
4;1;319996;539877;Bianca;Freitas;1988-08-11;M;314.867.905-93;12693.65;2024-08-16;
2;9;424564;123727;Maria Flor;Rodrigues;1979-01-07;M;065.921.478-49;6353.62;2018-11-30;
8;3;533086;616932;Leonardo;Gomes;2003-03-03;M;718.432.659-82;12559.23;2022-04-11;2024-05-14
10;7;262455;505596;Luiz Felipe;Santos;1974-06-06;F;701.542.983-79;12849.22;2016-01-30;
4;5;170022;258540;Maria Liz;Cassiano;1985-11-30;M;203.418.796-22;18918.58;2017-09-22;
4;5;857414;362274;Bianca;da Mota;1983-01-08;M;634.175.802-26;18544.65;2017-11-16;
3;2;826600;403112;Nathan;Moura;1980-05-16;M;406.712.935-16;15590.37;2018-01-18;
10;4;875368;399773;Theo;Montenegro;1960-03-16;M;186.025.739-95;10493.25;2021-07-22;
2;2;804493;748795;Isadora;Câmara;1986-09-10;F;952.378.401-32;5541.12;2017-08-09;
2;8;304339;326952;Diogo;Ramos;1983-08-04;F;983.570.426-00;8469.7;2017-05-03;
9;6;556903;969608;Fernanda;Castro;1973-05-30;M;173.986.045-48;18262.87;2015-04-21;
7;6;124013;561080;Gael;Melo;1970-10-03;M;970.123.548-79;12989.66;2020-11-11;
10;7;552404;367452;Lara;Moraes;1963-10-03;F;189.352.704-23;11376.93;2022-05-28;
2;3;98022;269980;Hellena;Teixeira;1990-11-09;M;849.516.023-42;14296.0;2017-08-04;
9;6;763836;408569;Ana Carolina;Aparecida;1981-02-05;F;968.107.354-10;19088.8;2023-12-02;
9;8;26209;811848;Maria Júlia;Nunes;2002-07-06;M;582.103.697-68;11546.33;2020-04-06;
7;7;617784;579294;Matteo;Monteiro;1995-12-22;M;984.571.036-01;3448.89;2018-06-04;
6;7;557732;321379;José;Nogueira;1959-01-10;M;417.395.260-07;10626.56;2015-03-27;
10;5;546294;567253;Natália;Vargas;2006-11-02;F;491.253.067-07;16089.23;2016-03-29;
1;6;795481;364252;Lucca;da Cruz;1974-07-17;F;256.138.970-77;4293.61;2019-09-18;
2;8;189698;834904;Ana;Freitas;1970-01-03;F;016.385.279-03;19924.38;2017-05-29;
9;3;167845;621264;Emanuelly;Cavalcanti;1983-07-01;M;936.517.804-57;14006.34;2015-11-08;
3;8;39848;126909;Carolina;Santos;1993-01-24;F;051.289.476-02;15404.85;2022-08-16;
4;2;876865;430974;Oliver;Araújo;1984-05-09;F;689.073.542-00;14799.14;2024-06-09;
9;2;600892;630887;Giovanna;Porto;1973-08-24;F;041.872.639-69;19318.05;2015-07-04;
9;8;124229;690879;Eduardo;Garcia;1975-07-03;F;136.780.429-96;17538.6;2019-05-10;
10;6;43608;953306;Paulo;Azevedo;1997-10-10;M;184.035.269-89;16134.18;2020-06-23;
3;6;862587;500739;Bernardo;Lopes;1959-03-26;M;680.791.235-86;8510.38;2015-03-01;
9;1;390719;967925;Ana Luiza;Camargo;2005-06-03;F;369.248.715-00;11995.45;2015-01-30;
8;7;593532;776651;Benjamin;Barbosa;2000-01-16;F;496.781.352-64;9464.5;2019-12-27;
3;8;53353;814661;Vinícius;Almeida;1976-10-26;M;529.836.741-00;2288.97;2017-12-21;
3;2;171345;544576;Mariana;Vasconcelos;1982-07-11;M;423.967.150-70;14095.21;2014-12-19;
2;7;198194;554008;Maria Júlia;Castro;1975-06-17;M;837.954.601-66;4482.77;2015-12-25;
7;6;538228;796759;Rebeca;Almeida;1995-06-09;M;549.132.680-15;13998.19;2022-05-13;
2;4;550647;110372;Bento;Ramos;1965-06-29;M;509.378.124-04;19439.5;2022-01-02;
2;2;9900;988581;Letícia;Camargo;1987-11-06;M;629.038.571-21;6206.9;2018-09-23;
9;3;324201;689588;Hadassa;Montenegro;1986-04-12;F;319.207.486-87;17010.79;2023-07-20;
4;6;291607;799344;Mariah;Lopes;1967-07-21;M;754.189.620-94;18828.32;2016-02-24;
3;6;974273;962848;Giovanna;Cirino;1991-01-24;M;234.568.109-89;5913.86;2017-08-25;
7;8;397580;63391;Nathan;Camargo;1963-08-28;M;457.190.328-60;12769.1;2022-01-19;
2;1;449188;35548;Isis;Garcia;1967-07-12;M;986.015.342-60;5409.49;2015-05-19;
2;4;20653;604712;Theodoro;Castro;1986-09-19;F;872.045.913-05;8504.48;2020-01-10;
4;5;722834;705181;João Lucas;da Rocha;1995-04-27;M;690.247.853-83;14708.88;2022-10-30;
6;1;689422;33704;Zoe;Borges;1999-03-14;M;950.648.172-58;12465.13;2022-03-11;
4;8;528176;7838;Antonella;da Luz;1961-05-09;F;384.017.265-90;6046.47;2020-03-26;
6;9;290018;789412;Diogo;da Luz;2002-11-16;M;451.920.837-88;19019.85;2022-11-04;
4;4;981766;197974;Gael;Machado;1991-03-03;F;092.318.465-15;1826.25;2021-11-21;
1;2;229702;840029;Sophia;Abreu;1982-06-06;F;986.130.725-77;12560.77;2024-10-24;
7;5;658616;209280;Yan;Cirino;1987-11-08;M;709.385.264-56;9609.83;2020-07-10;
10;2;808948;526088;Bianca;Vasconcelos;1990-06-14;M;526.310.794-34;14307.48;2023-05-26;
10;3;76315;738900;Maria Liz;Porto;1996-03-30;F;721.930.854-04;14702.97;2015-01-30;
5;4;139650;986975;Esther;Alves;1965-12-04;M;895.642.071-85;14186.12;2019-07-09;
4;5;265052;820245;Emanuella;Peixoto;1988-04-26;M;192.746.308-40;17515.58;2016-11-05;
9;8;926402;859321;Diogo;da Rosa;2005-07-03;F;286.137.905-77;14571.83;2023-08-30;
4;9;260480;232917;Ana Júlia;Pereira;1993-06-11;M;068.915.273-68;9874.85;2018-11-17;
10;8;107745;906693;Marina;Farias;1996-10-08;F;749.230.851-50;9349.17;2019-05-27;
7;3;957559;621058;Alícia;Lopes;1999-08-29;M;153.897.264-64;14387.64;2020-08-06;
9;9;208176;908967;Dante;Machado;1989-02-04;M;253.896.741-46;18640.61;2019-03-06;
8;1;812634;433564;Vinicius;Melo;1994-08-25;F;756.089.413-57;2277.4;2018-07-28;
6;3;29872;341010;João Vitor;Cavalcanti;1965-05-14;F;785.342.916-91;15609.69;2022-09-07;
10;7;990456;860943;Ana Júlia;Silveira;1983-12-15;F;069.742.158-94;12104.31;2021-11-21;
1;8;120951;732702;Isabel;Cassiano;1985-10-01;M;428.169.530-33;9754.7;2016-09-11;
5;1;737645;642758;Yan;Melo;1986-09-05;F;432.150.768-53;6497.98;2019-03-15;
10;1;944659;491020;Davi Lucca;Albuquerque;1980-03-23;M;108.965.374-39;4263.09;2024-05-22;
5;5;765150;77538;João Vitor;Jesus;1961-06-12;M;832.901.746-03;16699.41;2020-06-28;2024-05-14
10;1;825149;880953;Aylla;Rezende;1981-07-16;F;803.176.459-00;7672.61;2015-09-06;
10;8;25027;557792;Jade;da Cunha;1990-05-09;F;306.978.541-75;14973.5;2022-01-02;
10;1;250215;373232;Asafe;Mendonça;1973-11-18;F;218.509.643-51;16833.12;2016-03-19;
4;7;55280;845218;Léo;das Neves;1968-09-16;M;738.512.490-97;6458.81;2019-03-10;2024-07-14
10;9;223931;885808;Milena;Monteiro;1966-07-02;F;196.824.735-19;4306.45;2022-02-28;2023-01-21
7;5;259901;20094;Maya;Nunes;2004-03-16;M;760.812.493-87;12828.22;2015-03-12;
10;3;874150;235035;Theodoro;Cirino;2001-01-19;F;942.175.036-52;6994.21;2023-07-06;
2;9;499707;230783;Danilo;Albuquerque;1964-09-29;F;803.149.275-14;6380.54;2014-12-19;
10;5;938074;833405;Isaac;Oliveira;1984-03-25;F;182.546.730-71;5817.81;2015-07-31;
9;5;287248;922610;Benjamin;da Rosa;1992-04-02;F;708.342.659-74;10476.42;2016-04-11;
7;4;680974;184252;Nathan;Moreira;1973-09-05;M;721.039.685-30;6572.47;2018-04-05;
9;8;677481;462381;Thiago;Santos;1980-01-17;F;375.210.948-32;5392.53;2018-11-03;
6;2;772792;227459;Dante;Aparecida;2003-08-19;F;617.429.385-82;7232.68;2018-05-20;
2;1;33090;979122;Bryan;Vargas;2001-11-09;M;035.621.847-35;14067.72;2017-07-17;
4;9;443244;681284;Kevin;Sá;1999-01-13;F;253.796.841-73;10795.39;2020-07-29;
5;8;489503;924009;Alexandre;Albuquerque;1961-07-17;M;689.574.102-01;7226.26;2019-11-26;
8;6;650996;497036;Nicolas;Santos;1966-12-10;M;907.326.514-25;13794.5;2022-02-23;
1;8;594169;252092;Clara;Borges;1994-12-11;M;048.697.321-22;19340.32;2020-10-25;
1;5;115057;404836;Stephany;Nogueira;1995-10-19;F;486.910.327-31;19368.85;2020-03-05;
10;7;479156;135113;Maysa;Cavalcante;1970-03-27;F;549.682.103-70;4425.12;2017-06-16;
8;8;119159;717149;Ravi Lucca;Camargo;1959-03-18;F;198.732.045-04;6301.16;2021-12-02;
5;1;204898;549326;José Pedro;Barros;2001-05-26;F;497.651.023-99;6335.42;2021-04-24;
2;9;510716;783798;Gael;da Mata;1968-11-17;F;836.174.025-26;17614.79;2024-10-20;
2;1;213301;231615;Noah;Pimenta;2000-07-01;F;381.496.507-84;11455.36;2023-11-06;
6;6;242496;325036;Davi Lucca;Gonçalves;1960-06-28;M;291.560.378-21;17476.83;2024-04-15;
1;7;269087;303436;Antonella;Pacheco;1969-01-26;F;316.497.280-69;6483.63;2024-07-12;
1;3;238842;931881;Ana Julia;Fonseca;1960-02-06;M;210.694.573-61;11477.82;2016-07-30;
10;5;966396;694248;Maria Helena;Porto;1990-11-17;M;730.641.259-07;4469.31;2020-07-12;
1;8;624694;929080;Isabelly;Campos;1972-07-10;F;286.403.759-92;17441.27;2014-12-24;
6;2;839315;220334;Léo;Nascimento;1966-11-06;M;875.320.196-59;4339.39;2020-07-11;
8;5;468607;309360;Amanda;Oliveira;1975-11-21;M;873.962.541-91;7848.94;2018-02-23;
8;3;536915;233379;Gustavo;Silveira;1974-08-24;F;720.615.389-59;8699.61;2021-12-09;2022-03-19
6;5;484818;711468;Antônio;Leão;1986-05-24;M;726.514.908-49;14440.51;2016-09-17;
7;4;936624;644970;Carlos Eduardo;Montenegro;1977-02-10;M;830.274.695-92;6227.24;2019-11-04;
1;8;604602;907017;Luiz Otávio;Vargas;2006-10-18;M;469.021.387-96;9131.87;2015-07-15;
3;1;16024;625956;Giovanna;Novaes;2004-01-19;F;714.203.695-80;18015.93;2018-01-04;
1;5;348525;23427;Henry;Costela;1990-02-24;F;324.769.051-43;17175.44;2023-04-23;
7;6;787646;215590;Caio;Mendonça;1987-08-08;M;840.921.537-32;4537.83;2023-10-03;
7;6;863931;473855;Hellena;Cavalcanti;2000-01-07;M;758.469.231-19;16534.24;2024-10-15;
5;8;650111;885445;Emanuella;Pires;1980-11-05;M;210.653.784-08;4026.12;2023-05-27;
9;4;684793;524585;Luiza;Gomes;1978-09-09;F;635.780.914-48;15723.92;2015-01-31;
10;6;805843;70898;Lunna;Vasconcelos;1995-04-20;F;654.039.817-48;10615.67;2022-05-29;
3;5;289938;924685;Bianca;Barros;1993-06-04;M;804.796.352-00;16351.94;2018-11-04;
6;6;716511;525645;Eloá;Macedo;1995-03-26;M;098.623.417-69;17459.43;2020-02-01;
10;1;886172;539487;Arthur Miguel;Câmara;1969-07-06;M;759.813.204-60;11570.89;2015-12-09;
3;7;491553;519660;Danilo;Siqueira;1989-06-25;M;315.687.942-82;16696.82;2015-01-29;
5;4;126798;541062;Ian;da Costa;1990-08-15;F;678.039.524-29;16138.73;2020-06-12;
5;6;90155;102324;Julia;Sampaio;1968-02-27;M;295.371.048-50;13408.01;2022-01-14;
9;3;61613;482035;Otto;Porto;1960-10-05;M;310.429.867-03;11236.6;2019-05-22;
1;4;195838;206562;José Pedro;Casa Grande;2003-10-11;M;940.127.536-06;7799.62;2016-03-04;
5;6;592391;352247;Enzo;Garcia;1986-10-20;F;875.492.063-92;3079.85;2024-08-17;
2;8;962893;648025;Ana Liz;Pacheco;2002-01-11;F;026.754.139-25;12397.41;2021-12-18;
2;2;719575;16686;Kevin;Pinto;1966-12-16;M;975.486.203-65;11355.76;2015-12-05;
4;1;82993;586885;Isis;Jesus;1981-03-03;M;475.902.386-00;13679.16;2021-02-17;
5;6;500402;62255;Anthony;Rocha;1998-02-05;M;593.412.867-19;6553.5;2016-05-25;2024-04-05
6;7;826839;903969;Isadora;Mendonça;1971-08-27;F;679.542.083-38;2539.09;2024-07-19;
1;6;901660;597432;Júlia;Teixeira;1966-05-26;M;963.172.540-52;15294.45;2017-09-05;
5;5;926188;850554;Mariah;Nogueira;1982-11-04;M;153.042.698-70;13617.07;2020-12-28;
9;4;863437;217052;Vitória;Azevedo;1981-03-09;M;180.437.529-23;12905.5;2023-10-14;
3;2;276805;781412;Otávio;Ribeiro;1983-06-01;F;086.453.792-10;17115.21;2018-11-13;
5;7;347111;929148;Daniel;da Rocha;1978-05-17;M;867.235.019-77;13139.27;2019-11-02;
7;3;329994;77056;Maria Isis;Siqueira;1973-03-18;M;046.781.395-75;5777.67;2021-10-07;
5;1;466846;750283;Maria Liz;Novais;1959-08-01;F;673.901.425-61;11475.62;2023-03-12;
7;2;638900;890712;Ana Beatriz;Moraes;2003-04-16;M;731.945.628-19;16674.12;2018-07-17;
7;9;343098;583588;Milena;Marques;1995-09-03;M;542.078.913-23;2314.88;2016-10-02;
5;7;725379;151507;Maria Sophia;Martins;1999-11-19;M;651.834.207-26;19905.7;2015-08-14;
10;7;905219;624346;Yan;Siqueira;2003-12-07;M;819.736.504-01;19125.89;2022-11-03;
4;2;614452;4248;Vicente;Ferreira;1967-12-19;M;724.610.859-94;12319.26;2015-07-16;2024-04-23
1;4;259768;161346;Hellena;Gonçalves;1997-02-16;M;035.628.417-44;7719.99;2018-09-02;
7;2;387123;617960;Mariane;Duarte;1979-04-13;M;952.640.871-30;7324.09;2017-09-30;
2;9;341760;54608;Bernardo;Campos;1984-09-27;M;928.430.761-96;19908.95;2017-03-20;
1;3;112835;391464;Elisa;Costela;1995-11-11;F;230.561.874-35;6763.98;2024-10-03;
7;4;681948;772478;Maitê;Mendes;1980-05-19;M;578.402.913-41;3229.74;2016-11-08;
8;9;475821;921072;Sophie;Rocha;1963-02-02;M;017.234.685-17;15613.88;2022-05-21;
2;1;504299;161196;Beatriz;Almeida;1987-04-04;M;602.534.197-43;17792.55;2018-02-06;
2;9;547836;267956;Maria Sophia;Fogaça;1982-08-16;M;976.145.028-76;6307.39;2022-11-07;
7;1;768370;298676;Davi Lucas;Oliveira;1972-06-29;F;463.079.158-20;9187.54;2024-09-29;
5;1;908951;17950;Thomas;Almeida;2005-09-09;F;468.270.135-53;14814.21;2018-07-17;
1;4;262311;238050;Davi Miguel;Fogaça;1958-12-04;M;275.048.631-90;13118.38;2021-05-22;
4;9;309643;454219;Luna;Vieira;1984-10-11;F;872.064.315-26;16368.56;2024-05-16;
8;7;224127;213714;Vitor;Fonseca;1993-10-18;M;572.038.196-12;14555.78;2023-01-06;
3;5;825123;227916;Aurora;Souza;1997-04-25;M;705.943.216-70;11812.04;2022-06-09;
9;6;223475;135385;Ayla;Nascimento;1994-10-16;F;192.476.380-03;3117.73;2016-02-25;
1;3;685781;69993;Luiz Miguel;Costa;2002-12-19;M;523.648.709-92;3555.23;2019-04-17;
3;7;902594;994389;Maria Helena;Silveira;1961-02-27;F;852.194.370-97;2062.59;2019-01-25;
10;9;589796;12920;Júlia;Almeida;1971-05-05;M;241.089.365-15;4549.68;2015-06-19;
5;5;923451;624286;Marcelo;Câmara;1972-03-01;M;047.398.521-79;18361.07;2024-11-05;
7;6;110351;175005;Theo;Castro;2000-11-15;M;318.592.076-77;11689.24;2022-01-25;
1;1;311422;227810;Leonardo;Costa;1971-08-28;M;784.593.012-14;6305.96;2024-05-22;
4;5;927039;711504;Ana Beatriz;Leão;1972-04-09;F;941.632.085-42;18153.7;2016-08-18;
8;4;623792;569651;Arthur Gabriel;Brito;1968-11-11;F;042.981.536-06;3458.72;2021-02-06;
2;6;853230;661681;Ana Laura;Martins;1975-09-26;M;856.423.097-65;17787.04;2024-07-05;
1;9;712118;71705;Dom;Marques;1961-09-01;M;341.952.678-46;14768.89;2016-08-28;
4;6;456830;114275;Sara;Oliveira;1961-01-21;M;137.084.965-66;17538.67;2020-12-17;
7;5;286488;408250;Caio;Duarte;1967-01-25;F;052.841.769-01;8582.96;2019-01-28;
3;1;72162;181349;Rebeca;da Cruz;2004-06-26;M;971.432.680-03;7373.84;2015-06-19;
9;8;876639;457212;Maria Cecília;Sá;1981-06-02;M;672.340.198-04;8920.27;2021-03-20;
9;7;689659;688995;Laura;Viana;1981-11-21;F;891.462.730-69;19920.69;2023-04-20;
10;5;870767;989342;João Lucas;Rezende;1977-12-04;M;125.084.639-06;13267.68;2016-02-25;
9;9;424371;269999;Danilo;Ferreira;2002-04-27;M;806.547.291-58;13607.36;2018-10-11;
5;7;318361;786724;Enzo;Pires;1995-01-14;F;035.271.468-90;12918.98;2015-06-26;
9;5;830425;212910;Manuela;Campos;1997-08-02;M;750.182.649-85;15445.45;2019-01-20;
5;2;426275;777746;Jade;Casa Grande;1972-05-16;F;570.123.894-60;15045.65;2024-09-29;
10;7;883357;220448;Larissa;Freitas;1990-09-29;F;851.290.376-77;18925.93;2023-06-02;
2;9;734519;668657;João Gabriel;da Paz;2004-08-09;F;169.540.782-20;3540.3;2017-12-13;
4;6;350335;743085;Theo;Pastor;1986-07-31;F;490.371.685-66;8334.98;2016-05-21;
2;5;359176;840793;João Guilherme;Montenegro;1983-12-19;F;964.175.082-85;13286.67;2020-01-19;
7;7;231457;638571;Leonardo;Teixeira;1978-10-03;M;285.761.493-46;5752.73;2015-05-22;2023-01-15
8;3;836141;298465;Lucas Gabriel;Silveira;1976-01-21;M;609.813.742-04;19012.73;2021-12-12;
4;6;349633;984466;Vinicius;Casa Grande;2005-05-17;M;472.318.690-50;19059.86;2015-04-30;
1;5;161013;986432;Davi Lucas;Martins;1983-09-08;F;368.705.294-00;5502.56;2023-06-24;
2;5;514423;490960;Paulo;Freitas;1990-09-03;F;371.825.960-59;9281.66;2023-09-03;
10;9;194464;95380;Kaique;Moraes;1965-07-15;M;694.723.185-09;3829.9;2021-02-08;
9;5;899011;547152;Noah;Barros;1983-02-01;M;921.870.456-76;14525.66;2022-01-14;
4;6;286915;962754;Luiz Felipe;Moreira;1970-02-20;F;403.978.562-29;17803.16;2018-08-12;
6;3;271871;227777;Hellena;Sousa;1990-05-17;M;325.168.794-82;6891.69;2020-10-23;
6;8;765990;99967;Ana Sophia;Gonçalves;1969-08-09;M;762.583.940-00;18697.35;2015-09-03;
4;3;479808;198604;Breno;Machado;1976-08-14;F;310.495.872-60;15494.92;2024-07-22;
1;6;465880;299631;Mateus;Ribeiro;1978-03-17;F;806.954.321-33;14481.44;2018-11-18;
6;3;688971;15575;Erick;Vieira;1982-06-02;F;953.416.702-99;4524.76;2015-10-22;
2;7;703484;734830;Lucas Gabriel;Novais;1996-04-17;F;587.361.042-80;15695.14;2022-05-12;
7;4;288989;134108;Kevin;Novaes;1968-02-17;F;954.736.812-55;9758.07;2024-01-28;
6;7;863647;566483;Manuella;Cavalcanti;1989-03-26;F;619.487.032-03;10683.21;2017-04-18;
10;5;87055;120335;Thales;Rocha;2005-02-19;M;875.164.329-46;19314.01;2020-05-14;
7;8;71633;933594;Marcos Vinicius;Moraes;1986-08-13;F;913.625.740-07;17006.55;2018-05-10;
9;3;148607;802851;Calebe;Melo;1981-11-08;F;452.376.109-43;17108.25;2015-10-25;
3;6;165001;255107;Maria Flor;Rocha;1974-06-06;F;492.103.658-60;8752.87;2019-08-24;
3;8;101599;997581;Pedro Lucas;da Rosa;1995-09-29;M;986.103.457-93;7643.54;2017-08-12;
2;5;327065;849931;Stephany;Moraes;1968-06-27;F;690.457.213-25;18480.85;2020-03-29;
4;7;495133;747352;Francisco;da Cruz;1976-07-13;M;542.198.603-98;6485.81;2023-05-19;
7;2;311437;387688;Juliana;Machado;1969-04-02;F;059.271.834-41;6839.08;2015-11-12;
4;5;496945;21734;Thales;Moreira;1999-09-20;M;019.873.654-10;16437.76;2019-12-07;
6;7;149771;313007;Marcos Vinicius;Ferreira;1993-05-18;M;150.247.896-01;3404.88;2019-03-25;
5;8;862310;322189;Maria Luiza;Cavalcanti;1971-03-20;M;847.506.312-80;9427.04;2017-03-16;
5;7;442351;606253;Ana Julia;Fernandes;1964-08-31;F;458.301.926-24;12181.56;2015-08-21;
4;3;699330;476758;Alice;Araújo;1987-04-28;F;536.291.480-42;3980.93;2020-03-28;
3;5;988348;819186;Lara;Aragão;1958-12-11;F;367.812.594-82;6624.52;2024-07-13;
1;4;68630;604789;Ana Júlia;Garcia;1980-02-06;F;216.039.745-80;11303.66;2024-02-14;
10;8;448210;940190;Rhavi;Castro;1981-04-18;M;950.367.184-10;4653.09;2018-09-28;
4;4;627055;329077;Stella;da Costa;1993-05-06;M;275.089.136-12;16809.93;2024-08-02;
1;4;917650;99330;Igor;Siqueira;1995-08-28;M;897.561.234-19;17864.7;2024-06-28;
5;4;528939;373520;Hadassa;Campos;1967-06-18;F;573.864.029-29;4457.03;2017-11-29;
9;9;609887;965577;Larissa;Cavalcante;1993-08-22;M;962.530.748-65;9898.79;2018-06-14;
1;9;801464;647902;Maria Alice;Cirino;1992-09-16;F;309.582.647-83;12022.15;2021-01-24;
3;7;639329;872514;Mathias;Rodrigues;1989-03-26;M;831.625.704-17;4688.44;2016-07-05;
3;6;988474;651590;Júlia;Fogaça;1998-05-22;M;748.109.523-04;12830.89;2022-01-22;
6;7;695312;437382;Esther;Marques;2005-07-17;F;064.315.892-89;5323.85;2017-01-28;
7;9;738237;983401;Alexia;Monteiro;1998-08-24;M;574.091.382-97;14892.43;2019-06-28;
10;8;552023;37496;Isabel;Carvalho;1986-07-12;F;764.152.890-20;7730.56;2017-09-02;
6;8;664668;751205;Arthur Miguel;Fogaça;1984-09-29;F;823.457.109-50;15599.82;2016-07-10;
9;2;64046;867493;Matteo;Campos;1962-12-13;M;642.198.537-82;14478.28;2024-03-18;
5;4;698382;91867;Manuela;Fogaça;1989-08-04;M;524.187.096-20;18922.78;2018-07-21;
5;7;268575;88559;Luiz Felipe;Pimenta;1986-05-10;M;180.475.293-23;1849.55;2024-01-15;
4;2;445566;137433;Enrico;Jesus;1965-04-22;F;927.816.045-85;2915.94;2015-06-22;
4;8;817824;594009;Henry Gabriel;Machado;2006-07-15;M;972.308.456-29;17621.75;2020-07-12;
9;8;917816;165653;Vitória;Vargas;1981-08-17;F;473.986.150-00;12661.21;2016-02-16;
2;5;509695;929000;Alana;da Cruz;1991-08-16;M;531.642.807-26;18157.18;2023-12-15;
8;3;821676;787476;Mateus;Monteiro;1968-05-01;F;531.789.642-82;2222.96;2015-01-20;
9;4;560830;607287;Benjamin;Costela;1968-06-18;F;359.617.284-55;2072.67;2018-12-06;
9;2;231178;737251;Ana Laura;da Costa;1984-06-04;M;129.638.054-89;8684.92;2017-04-04;
7;4;747001;798899;Gabrielly;da Paz;1987-06-28;M;387.064.159-20;14691.31;2019-01-10;
7;5;370169;165197;Ana Laura;Fogaça;1972-02-24;F;062.873.145-08;6993.85;2016-04-24;
6;4;980877;906777;Ana Beatriz;Cardoso;1967-08-27;M;260.394.715-06;14512.71;2024-02-07;
3;7;295515;788340;Sarah;Alves;1978-07-10;M;208.495.317-05;4618.79;2016-03-18;
6;1;304379;196731;Melissa;da Rocha;1995-12-27;F;904.361.785-75;3996.45;2015-09-04;
3;9;882075;219171;Caroline;Ribeiro;1989-02-22;F;218.673.504-08;10023.7;2021-11-07;
9;3;802415;189800;Thales;Ramos;1970-03-12;F;521.907.483-05;11204.28;2018-10-15;2023-06-09
3;1;627422;41948;Marcelo;Vargas;1976-01-08;F;308.974.256-00;3955.73;2015-11-23;
4;7;221251;500706;Ágatha;Almeida;1978-01-20;M;158.092.734-32;15899.02;2020-03-12;
2;5;485697;53077;Maria Flor;Albuquerque;1997-03-09;F;845.291.073-88;10447.46;2017-01-03;
3;3;726526;983532;Ana Beatriz;Sá;2001-02-24;F;704.985.136-10;9941.59;2015-09-06;
2;4;616711;701447;Fernanda;Correia;1980-04-03;M;679.503.128-40;3028.59;2015-05-21;
5;4;120998;353827;Vitória;da Mata;2001-09-12;M;071.298.536-03;7682.2;2017-11-24;
7;9;201610;241926;Davi Miguel;Novais;1990-11-01;F;967.812.540-49;16773.52;2022-05-11;
1;8;206784;1823;Luísa;Vargas;1994-09-19;M;308.654.791-00;5693.75;2015-03-19;
3;2;508050;792736;José;Andrade;1971-06-20;F;453.072.896-00;8727.17;2023-07-28;
1;2;848881;103590;Bianca;Dias;1977-05-03;F;521.036.894-70;12551.31;2018-05-22;
7;6;287639;57900;José Miguel;Cirino;1999-12-11;F;918.625.743-91;11169.83;2019-03-10;
6;2;691256;941152;Benício;Ferreira;1984-09-29;F;752.184.630-35;15761.56;2019-01-14;
1;1;422871;365573;Felipe;Nogueira;1998-08-22;M;927.458.036-38;10234.62;2017-06-17;
3;4;804946;774042;Ana Lívia;Monteiro;1975-05-02;M;250.143.879-50;10904.31;2016-09-22;
3;5;720823;459818;Pietro;Aragão;1960-02-02;F;530.698.724-92;4043.33;2019-04-03;
3;2;692706;232825;João Felipe;Farias;1979-07-09;M;370.845.219-41;3042.69;2021-04-07;
6;1;150887;205006;Kamilly;Duarte;1975-12-22;F;019.623.475-16;14492.91;2016-07-10;
1;5;898170;196599;Davi Lucas;Cardoso;1976-04-10;M;601.432.985-42;9611.79;2017-10-09;2023-06-09
10;2;657706;685367;João;Pinto;2006-03-29;F;021.496.837-50;6502.33;2021-10-10;
7;6;879312;332728;Antônio;Carvalho;1974-07-15;M;937.684.510-20;11236.08;2024-10-18;
8;4;49588;46194;Sara;Alves;2002-10-21;F;692.570.148-94;17511.03;2021-02-09;
3;8;925476;318604;Luiza;Carvalho;2002-10-02;F;218.309.576-86;6049.69;2021-10-08;
1;3;963603;805073;Henrique;Sampaio;1974-01-08;F;154.832.760-35;4705.91;2015-07-29;
5;5;19720;761483;Julia;Duarte;1966-06-28;F;596.107.283-59;3518.91;2020-04-02;
6;9;741319;885195;Davi Lucas;Leão;2005-12-25;F;890.351.746-66;14521.44;2021-02-04;
9;4;265755;19011;Allana;Albuquerque;1991-04-16;M;608.347.192-31;7325.98;2022-10-05;
4;5;360629;256497;Allana;Camargo;1973-03-23;F;617.592.834-28;7875.07;2015-12-31;
6;6;696368;456838;Anna Liz;Sá;1990-11-13;F;831.257.049-79;6915.25;2015-07-26;
9;2;292277;885977;Ana Júlia;Viana;1971-10-07;M;164.307.259-52;7820.28;2015-12-08;
3;9;511491;572206;Gabriel;Almeida;1992-05-14;M;356.107.492-80;6236.62;2020-06-26;
5;6;576158;16695;Raquel;Sá;1999-03-11;F;253.704.968-38;10892.93;2015-05-12;
6;8;107093;626815;Bianca;Almeida;1992-07-15;M;896.472.035-00;8665.29;2022-02-13;
1;1;630850;865681;Arthur Gabriel;Moura;1977-05-25;F;093.826.517-21;11471.93;2019-04-14;
5;6;964274;32343;Benjamin;Vasconcelos;1991-11-07;M;467.385.192-73;19148.36;2020-12-10;
8;8;306095;919353;Eduarda;Peixoto;1970-10-09;M;953.064.817-01;8635.55;2021-01-03;
7;2;841327;97308;Stella;Siqueira;1996-05-13;F;467.380.921-13;2829.09;2015-04-11;
3;7;120650;118177;Sophia;Freitas;1979-09-18;M;560.792.134-43;3395.56;2020-08-04;
4;9;386205;902094;Nicolas;Peixoto;1974-04-18;M;908.465.237-10;11220.09;2024-03-24;
5;4;524672;202162;Marcela;Viana;1987-03-09;F;893.174.520-60;16223.81;2018-10-05;
10;8;249504;74178;Larissa;Almeida;1993-04-15;F;395.780.126-59;16744.89;2023-02-11;
